track_artist,track_album_id,track_album_name,playlist_name,playlist_id,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_id,track_name,track_popularity,release_year,genre
Kanye West,0FgZKfoU2Br5sHOfvZKTI9,JESUS IS KING,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,post-teen pop,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,0FgZKfoU2Br5sHOfvZKTI9,JESUS IS KING,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,hip hop,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,3ff2p3LnR6V7m6BinwhNaQ,The College Dropout,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,hip hop,0.643,0.717,8,-4.876,0,0.506,0.184,0.0,0.152,0.46,90.893,223507,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,4Uv86qWpGTxf7fU7lG5X6F,The College Dropout,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,hip hop,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-06,0.158,0.66,83.089,221227,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,3SZr5Pco2oqKFORCP3WNj9,Graduation,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,hip hop,0.594,0.614,5,-6.091,0,0.0536,0.0121,0.0,0.823,0.101,79.968,271600,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,3SZr5Pco2oqKFORCP3WNj9,Graduation,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,hip hop,0.435,0.802,1,-6.871,1,0.324,0.00376,0.0,0.467,0.454,84.267,207000,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,3ff2p3LnR6V7m6BinwhNaQ,The College Dropout,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,hip hop,0.427,0.844,3,-4.597,0,0.427,0.578,0.0,0.284,0.716,85.346,193733,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,7D2NdGvBHIavgLhmcwhluK,Yeezus,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,southern hip hop,0.766,0.821,1,-6.124,1,0.268,0.00112,0.0,0.168,0.299,130.073,188013,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,4GRDFQ9HRoO0by8H0r2a3I,Late Registration,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,southern hip hop,0.646,0.696,1,-5.572,0,0.342,0.0192,0.0,0.0762,0.625,92.88,207401,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,6cl6EvIpUuS9JxwqLP1kX1,Good Life (Int'l ECD maxi),Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,southern hip hop,0.456,0.792,1,-6.889,1,0.323,0.00369,0.0,0.0648,0.485,82.999,209769,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,0bcOGgwJpwBjfFBTApoqSn,Kanye West Presents Good Music Cruel Summer,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,southern hip hop,0.66,0.539,9,-5.947,0,0.324,0.0534,0.0,0.222,0.307,109.318,293613,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,6d2qbn0ZaUgEGY48TCKn0x,Clique,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,southern hip hop,0.543,0.564,7,-4.996,0,0.345,0.0545,0.0,0.193,0.345,109.297,293533,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,6LBiuhK7PZKjVXyMfPxPoh,My Beautiful Dark Twisted Fantasy,Gangsta Rap/90's Hip-Hop,39IFMVQdRNdb7kVfyTvHjM,gangster rap,0.546,0.796,1,-3.263,1,0.0639,0.0909,2.73e-05,0.19,0.254,142.123,299613,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,185Tm1g5U7eMOrm3m9SQUh,I Love It,Great Pops,5SO7xYih5w8X5FEpKvU7Rt,latin pop,0.901,0.522,2,-8.304,1,0.33,0.0114,0.0,0.259,0.329,104.053,127947,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,0FgZKfoU2Br5sHOfvZKTI9,JESUS IS KING,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,urban contemporary,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,0FgZKfoU2Br5sHOfvZKTI9,JESUS IS KING,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,urban contemporary,0.41,0.886,9,-4.413,0,0.155,0.0671,0.0,0.461,0.393,72.577,136351,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,20r762YmB5HeofjMCiPMLv,My Beautiful Dark Twisted Fantasy,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,hip pop,0.541,0.803,1,-3.284,1,0.0738,0.0796,1.71e-05,0.176,0.221,142.135,299613,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,7gsWAHLeT0w7es6FofOXk1,The Life Of Pablo,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,hip pop,0.465,0.735,6,-3.715,1,0.117,0.0711,0.0,0.0975,0.409,173.935,196040,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,7gsWAHLeT0w7es6FofOXk1,The Life Of Pablo,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,hip pop,0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088,135920,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,185Tm1g5U7eMOrm3m9SQUh,I Love It,Hip pop,1Sc7bobknESH7SXQcnmoX5,hip pop,0.901,0.522,2,-8.304,1,0.33,0.0114,0.0,0.259,0.329,104.053,127947,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,3ff2p3LnR6V7m6BinwhNaQ,The College Dropout,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,hip pop,0.643,0.717,8,-4.876,0,0.506,0.184,0.0,0.152,0.46,90.893,223507,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,0FgZKfoU2Br5sHOfvZKTI9,JESUS IS KING,"Latest Hits 2020 - Pop, Hip Hop & RnB",7FqZlaYKkQmVnguJbHuj2a,hip pop,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
Kanye West,7D2NdGvBHIavgLhmcwhluK,Yeezus,Locker Room,37i9dQZF1DX8SaiEt4OVJw,big room,0.766,0.821,1,-6.124,1,0.268,0.00112,0.0,0.168,0.299,130.073,188013,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,77,2018,Party
PARTYNEXTDOOR,1U1uqmoe8hdbqZWRqd23li,Loyal (feat. Drake),Hip-Hop Mixtape,37i9dQZF1DWVdgXTbYm2r0,hip hop,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973,6cEguiQecbXrFlsnMi2ysr,Come and See Me (feat. Drake),71,2016,Party
PARTYNEXTDOOR,1U1uqmoe8hdbqZWRqd23li,Loyal (feat. Drake),Global Top 50 | 2020 Hits,1KNl4AYfgZtOVm9KHkhPTF,latin hip hop,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973,6cEguiQecbXrFlsnMi2ysr,Come and See Me (feat. Drake),71,2016,Party
PARTYNEXTDOOR,2FXGUAESmG5l9YPrzWPvHI,PARTYNEXTDOOR 3 (P3),"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",3hR2R6szlkwZeGyclTgHcF,latin hip hop,0.598,0.496,0,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06,202661,6cEguiQecbXrFlsnMi2ysr,Come and See Me (feat. Drake),71,2016,Party
PARTYNEXTDOOR,1U1uqmoe8hdbqZWRqd23li,Loyal (feat. Drake),New R&B‏‏​​   ‍,4I6rTSxqKl1LRvES2O9owQ,urban contemporary,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973,6cEguiQecbXrFlsnMi2ysr,Come and See Me (feat. Drake),71,2016,Party
PARTYNEXTDOOR,1U1uqmoe8hdbqZWRqd23li,Loyal (feat. Drake),"Latest Hits 2020 - Pop, Hip Hop & RnB",7FqZlaYKkQmVnguJbHuj2a,hip pop,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973,6cEguiQecbXrFlsnMi2ysr,Come and See Me (feat. Drake),71,2016,Party
PARTYNEXTDOOR,1U1uqmoe8hdbqZWRqd23li,Loyal (feat. Drake),Neo-Soul,1eqVgsNjaX6mxDPoefhocT,neo soul,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973,6cEguiQecbXrFlsnMi2ysr,Come and See Me (feat. Drake),71,2016,Party
PARTYNEXTDOOR,5i6nptGVzZL6qY4YW0gTtN,The News,Neo-Soul,1eqVgsNjaX6mxDPoefhocT,neo soul,0.74,0.465,7,-8.27,0,0.0411,0.304,0.00404,0.101,0.276,116.741,267384,6cEguiQecbXrFlsnMi2ysr,Come and See Me (feat. Drake),71,2016,Party
PARTYNEXTDOOR,3LIpVZI59rH2HMJMX9KFX1,COLOURS 2,Neo-Soul,1eqVgsNjaX6mxDPoefhocT,neo soul,0.424,0.419,1,-8.503,1,0.054,0.144,0.0,0.174,0.119,86.5,272340,6cEguiQecbXrFlsnMi2ysr,Come and See Me (feat. Drake),71,2016,Party
A Tribe Called Quest,4v5x3Oo3UjQ9YmF3hRAip5,Midnight Marauders,90's Hip Hop Ultimate Collection,4IG024zoaGMurhTFBkMAv9,southern hip hop,0.852,0.418,11,-12.823,1,0.42,0.246,0.35,0.126,0.651,98.237,243800,7AgMX97ljLm9BzszyyXEYZ,Jazz (We've Got),60,1991,Jazz
A Tribe Called Quest,3kV0i1qqudjf0PGawJ4jck,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,gangster rap,0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,251573,7AgMX97ljLm9BzszyyXEYZ,Jazz (We've Got),60,1991,Jazz
A Tribe Called Quest,56gxbi6ZzX7MbMW9IYisfk,The Anthology,Smooth Hip Hop,7ozFIvz1bE1HPgQTUl5qfT,hip pop,0.865,0.535,11,-9.379,1,0.242,0.155,0.239,0.11,0.867,98.223,225227,7AgMX97ljLm9BzszyyXEYZ,Jazz (We've Got),60,1991,Jazz
A Tribe Called Quest,3SUxiEdfhHqCpO8NihwXHO,The Best Of,Smooth Hip Hop,7ozFIvz1bE1HPgQTUl5qfT,hip pop,0.868,0.648,4,-9.468,0,0.271,0.176,0.0161,0.111,0.754,96.673,252493,7AgMX97ljLm9BzszyyXEYZ,Jazz (We've Got),60,1991,Jazz
A Tribe Called Quest,0lTNCTfwCuFNOtckEp8hzY,Midnight Marauders,Neo Soul / Modern Jazz / Smooth Hiphop,07SNJ4MwYba9wwmzrbjmYi,neo soul,0.816,0.493,10,-10.951,0,0.296,0.0122,0.000365,0.317,0.371,95.203,191533,7AgMX97ljLm9BzszyyXEYZ,Jazz (We've Got),60,1991,Jazz
A Tribe Called Quest,0lTNCTfwCuFNOtckEp8hzY,Midnight Marauders,Neo Soul / Modern Jazz / Smooth Hiphop,07SNJ4MwYba9wwmzrbjmYi,neo soul,0.853,0.402,11,-13.025,1,0.325,0.22,0.426,0.119,0.696,98.231,243627,7AgMX97ljLm9BzszyyXEYZ,Jazz (We've Got),60,1991,Jazz
A Tribe Called Quest,56gxbi6ZzX7MbMW9IYisfk,The Anthology,Saxophone in Hip Hop - R&B Lounge - Jazz Rap,2ujrP2rPxu8ao7wNeG1ZOY,neo soul,0.865,0.535,11,-9.379,1,0.242,0.155,0.239,0.11,0.867,98.223,225227,7AgMX97ljLm9BzszyyXEYZ,Jazz (We've Got),60,1991,Jazz
Queen,21HMAUrbbYSj9NiPPlGumy,Jazz (Deluxe Remastered Version),Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,post-teen pop,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,209413,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,39MMaY4ampwjkSOFahHnKi,The Works,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,electropop,0.762,0.414,5,-12.036,1,0.0379,0.173,0.000111,0.0942,0.731,112.398,349133,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,7tB40pGzj6Tg0HePj2jWZt,News Of The World (2011 Remaster),Mega Rock Ballads: The Best Slow Rock Compilation Ever !,6LJtRKgDpzM8ZbbwC0jLhe,album rock,0.268,0.459,10,-6.94,1,0.0346,0.378,0.0,0.118,0.175,64.177,179200,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,2mEAmmRoZrvhBh1Vic03fZ,Sheer Heart Attack (2011 Remaster),House Of The Rising Sun,1bMYfBHYBCRHY5LGkjlpSy,album rock,0.535,0.651,10,-6.326,1,0.0544,0.391,0.0,0.133,0.612,117.218,179600,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,1PpNIByYpOjEhXhX6JT4AL,Queen 40 Limited Edition Collector's Box Set Vol. 2,House Of The Rising Sun,1bMYfBHYBCRHY5LGkjlpSy,album rock,0.671,0.711,2,-7.813,1,0.0478,0.422,0.0,0.104,0.466,113.809,248440,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,6Di4m5k1BtMJ0R44bWNutu,News Of The World (Deluxe Remastered Version),House Of The Rising Sun,1bMYfBHYBCRHY5LGkjlpSy,album rock,0.693,0.497,2,-7.316,1,0.119,0.679,0.0,0.258,0.473,81.308,122067,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,66yArVefBpmTdg07XoqRWw,We Will Rock You,70s Pop & Rock Hits and Deep Tracks,1uKFRCQYci8kVgMy3xzTVH,album rock,0.281,0.312,10,-14.576,1,0.033,0.45,1.26e-06,0.0949,0.221,90.143,180800,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,1kkb8xlG9yssEVsWKiEtAB,Queen (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.442,0.736,9,-9.546,1,0.0744,0.257,7.31e-05,0.157,0.597,134.21,227467,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,1kkb8xlG9yssEVsWKiEtAB,Queen (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.339,0.286,9,-12.334,1,0.0344,0.752,2.71e-05,0.085,0.192,93.013,249213,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,1kkb8xlG9yssEVsWKiEtAB,Queen (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.35,0.845,4,-12.339,0,0.2,0.0424,0.000622,0.111,0.421,135.252,342880,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,1kkb8xlG9yssEVsWKiEtAB,Queen (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.3,0.547,2,-10.124,0,0.0333,0.409,0.00613,0.134,0.247,95.663,248280,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,1kkb8xlG9yssEVsWKiEtAB,Queen (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.217,0.784,2,-7.202,1,0.153,0.00252,0.0775,0.195,0.27,79.181,383907,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,1kkb8xlG9yssEVsWKiEtAB,Queen (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.406,0.57,7,-12.374,1,0.0633,0.692,0.00219,0.396,0.642,142.792,263027,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,1kkb8xlG9yssEVsWKiEtAB,Queen (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.469,0.935,4,-9.151,0,0.0734,0.0561,6.96e-05,0.831,0.6,115.75,108173,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,1kkb8xlG9yssEVsWKiEtAB,Queen (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.328,0.723,2,-7.842,1,0.0434,0.13,0.0857,0.369,0.749,144.832,199533,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,1kkb8xlG9yssEVsWKiEtAB,Queen (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.367,0.747,9,-7.065,1,0.172,0.137,1.49e-06,0.181,0.583,115.08,224173,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,1kkb8xlG9yssEVsWKiEtAB,Queen (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.245,0.458,2,-13.372,1,0.0409,0.718,0.963,0.154,0.0447,64.517,76573,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,0NouBnbXRJKFWzm9LwCW0K,Queen II (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.415,0.0725,7,-23.459,1,0.032,0.699,0.0472,0.137,0.435,58.883,73133,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,0NouBnbXRJKFWzm9LwCW0K,Queen II (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.155,0.646,0,-11.086,1,0.0541,0.208,6.78e-05,0.188,0.213,155.32,373853,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,0NouBnbXRJKFWzm9LwCW0K,Queen II (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.242,0.296,9,-12.441,0,0.0358,0.829,3.79e-05,0.133,0.172,153.293,273200,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,0NouBnbXRJKFWzm9LwCW0K,Queen II (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.337,0.573,2,-13.872,1,0.0364,0.265,0.0151,0.0792,0.699,117.597,262200,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,0NouBnbXRJKFWzm9LwCW0K,Queen II (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.386,0.813,2,-8.035,1,0.157,0.0346,2.68e-06,0.152,0.677,145.113,241187,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,0NouBnbXRJKFWzm9LwCW0K,Queen II (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.271,0.823,2,-9.629,1,0.0928,0.405,0.00744,0.55,0.255,108.592,248453,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,0NouBnbXRJKFWzm9LwCW0K,Queen II (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.441,0.897,0,-8.628,1,0.0909,0.248,0.0113,0.121,0.696,159.15,160987,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,0NouBnbXRJKFWzm9LwCW0K,Queen II (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.366,0.398,5,-11.527,1,0.0367,0.873,2.9e-06,0.13,0.181,117.705,78667,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,0NouBnbXRJKFWzm9LwCW0K,Queen II (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.332,0.687,9,-8.44,0,0.0787,0.0904,1.3e-05,0.64,0.136,112.307,392947,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,0NouBnbXRJKFWzm9LwCW0K,Queen II (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.444,0.945,0,-8.388,1,0.081,0.00318,7.85e-05,0.346,0.392,145.482,169760,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,0NouBnbXRJKFWzm9LwCW0K,Queen II (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.317,0.896,2,-6.089,1,0.104,0.122,0.0168,0.253,0.421,126.894,168973,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,5SBHID8qGG3x52zgoh2ilz,Sheer Heart Attack (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.354,0.843,11,-9.17,0,0.378,0.355,0.0126,0.789,0.348,137.62,310013,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,5SBHID8qGG3x52zgoh2ilz,Sheer Heart Attack (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.535,0.651,10,-6.326,1,0.0544,0.391,0.0,0.133,0.612,117.218,179600,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,5SBHID8qGG3x52zgoh2ilz,Sheer Heart Attack (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.416,0.69,4,-7.362,0,0.0337,0.0581,0.000372,0.345,0.529,84.619,166853,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,5SBHID8qGG3x52zgoh2ilz,Sheer Heart Attack (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.338,0.834,4,-6.061,0,0.0882,0.0454,4.68e-05,0.227,0.553,148.223,197293,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,5SBHID8qGG3x52zgoh2ilz,Sheer Heart Attack (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.339,0.264,9,-10.012,0,0.0281,0.628,0.0,0.148,0.416,78.916,104893,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,5SBHID8qGG3x52zgoh2ilz,Sheer Heart Attack (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.492,0.759,4,-6.938,1,0.0511,0.0321,0.00224,0.0988,0.522,132.547,252933,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,5SBHID8qGG3x52zgoh2ilz,Sheer Heart Attack (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.326,0.551,5,-6.43,1,0.0323,0.551,0.000294,0.348,0.23,80.539,202613,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,5SBHID8qGG3x52zgoh2ilz,Sheer Heart Attack (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.429,0.922,7,-6.649,1,0.0924,0.0235,0.00138,0.0954,0.439,120.361,133813,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,5SBHID8qGG3x52zgoh2ilz,Sheer Heart Attack (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.317,0.0455,2,-16.092,1,0.0344,0.88,0.0,0.172,0.571,107.711,67573,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,5SBHID8qGG3x52zgoh2ilz,Sheer Heart Attack (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.614,0.84,3,-7.006,1,0.03,0.0808,0.0307,0.431,0.961,126.343,109653,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,5SBHID8qGG3x52zgoh2ilz,Sheer Heart Attack (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.702,0.641,0,-5.594,1,0.0879,0.399,0.0,0.0763,0.863,118.486,135307,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,5SBHID8qGG3x52zgoh2ilz,Sheer Heart Attack (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.461,0.533,2,-7.677,1,0.0257,0.17,0.00021,0.119,0.371,77.031,249200,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
Queen,5SBHID8qGG3x52zgoh2ilz,Sheer Heart Attack (2011 Remaster),The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,album rock,0.41,0.575,2,-8.609,1,0.0368,0.408,0.0,0.291,0.503,132.074,226813,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,72,1978,Jazz
